 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""12:45""";322;726;128;1.175;115;322;0;437;4.158
"=""13:00""";295;246;76;617;69;295;111;475;4.158
"=""13:15""";183;0;13;196;81;183;2.170;2.434;4.158
"=""13:30""";560;0;16;576;94;560;2.379;3.032;4.158
"=""13:45""";282;0;1;283;3.158;282;670;4.110;4.158
"=""14:00""";191;0;0;191;3.664;191;0;3.855;4.158
"=""14:15""";208;0;0;208;2.863;208;0;3.071;4.158
"=""14:30""";197;0;0;197;3.484;197;0;3.681;4.158
"=""14:45""";380;0;0;380;3.140;380;0;3.520;4.158
"=""15:00""";214;0;0;214;4.012;214;0;4.226;4.158
"=""15:15""";206;0;0;206;3.367;206;0;3.573;4.158
"=""15:30""";193;0;0;193;2.829;193;0;3.022;4.158
"=""15:45""";230;0;0;230;3.244;230;0;3.474;4.158
"=""16:00""";226;0;0;226;1.665;226;0;1.891;4.158
"=""16:15""";235;0;4;239;1.322;235;227;1.784;4.158
"=""16:30""";572;15;10;597;927;572;2;1.501;4.158
"=""16:45""";280;0;0;280;664;280;5;949;4.158
"=""17:00""";558;690;56;1.303;930;558;0;1.488;4.158
"=""17:15""";323;1.689;10;2.022;13;323;0;336;4.158
"=""17:30""";346;1.399;12;1.757;6;346;25;378;4.158
"=""17:45""";372;360;6;738;11;372;564;947;4.158
"=""18:00""";324;0;5;329;5;324;348;677;4.158
"=""18:15""";316;0;4;320;4;316;598;918;4.158
"=""18:30""";304;0;4;308;4;304;361;669;4.158
"=""18:45""";192;23;27;242;23;192;143;358;4.158
"=""19:00""";308;1.288;49;1.645;49;308;0;357;4.158
"=""19:15""";231;919;53;1.203;38;231;12;281;4.158
"=""19:30""";241;2.060;32;2.333;19;241;8;268;4.158
"=""19:45""";214;1.468;59;1.741;36;214;15;265;4.158
"=""20:00""";152;237;5;395;6;152;30;189;4.158
"=""20:15""";122;0;4;126;3;122;19;144;4.158
"=""20:30""";99;112;8;219;3;99;1;102;4.158
"=""20:45""";58;263;6;327;6;58;0;64;4.158
"=""21:00""";20;304;5;329;5;20;0;25;4.158
"=""21:15""";0;160;1;160;1;0;0;0;4.158
"=""21:30""";0;268;2;268;2;0;0;0;4.158
"=""21:45""";0;253;1;253;1;0;0;0;4.158
"=""22:00""";0;242;2;242;3;0;0;0;4.158
"=""22:15""";0;270;3;270;3;0;0;0;4.158
"=""22:30""";0;599;6;599;6;0;0;0;4.158
"=""22:45""";0;254;3;255;2;0;0;0;4.158
"=""23:00""";0;213;2;213;2;0;0;0;4.158
"=""23:15""";0;125;0;125;1;0;0;0;4.158
"=""23:30""";0;134;1;134;0;0;0;0;4.158
"=""23:45""";0;121;0;121;0;0;0;0;4.158
"=""00:00""";0;125;0;125;0;0;0;0;4.158
