 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""14:15""";108;0;0;108;4.030;108;0;4.138;4.158
"=""14:30""";177;0;0;177;3.882;177;0;4.059;4.158
"=""14:45""";271;0;0;271;3.706;271;0;3.977;4.158
"=""15:00""";289;0;0;289;3.553;289;0;3.842;4.158
"=""15:15""";108;0;0;108;3.591;108;0;3.699;4.158
"=""15:30""";73;0;0;73;3.393;73;0;3.466;4.158
"=""15:45""";81;0;2;83;3.026;81;184;3.291;4.158
"=""16:00""";662;0;0;662;2.375;662;1;3.038;4.158
"=""16:15""";1.702;0;0;1.702;1.166;1.702;0;2.868;4.158
"=""16:30""";113;0;0;113;2.466;113;0;2.579;4.158
"=""16:45""";188;0;0;188;2.131;188;0;2.319;4.158
"=""17:00""";509;17;6;532;1.578;509;0;2.087;4.158
"=""17:15""";1.098;138;4;1.241;416;1.098;284;1.798;4.158
"=""17:30""";200;0;0;200;1.306;200;1;1.508;4.158
"=""17:45""";171;0;0;171;1.066;171;0;1.237;4.158
"=""18:00""";107;0;0;107;863;107;0;969;4.158
"=""18:15""";71;0;0;71;697;71;0;768;4.158
"=""18:30""";104;0;0;104;415;104;0;519;4.158
"=""18:45""";95;0;0;95;253;95;0;348;4.158
"=""19:00""";125;404;5;533;128;125;1;254;4.158
"=""19:15""";132;2.545;113;2.790;86;132;1;219;4.158
"=""19:30""";120;2.611;194;2.926;73;120;0;193;4.158
"=""19:45""";91;1.341;171;1.603;57;91;0;148;4.158
"=""20:00""";71;243;36;350;35;71;0;106;4.158
"=""20:15""";56;128;1;185;1;56;0;57;4.158
"=""20:30""";21;121;1;143;1;21;0;22;4.158
"=""20:45""";0;178;4;178;4;0;0;0;4.158
"=""21:00""";0;632;10;633;9;0;0;0;4.158
"=""21:15""";0;297;5;297;5;0;0;0;4.158
"=""21:30""";0;312;4;312;4;0;0;0;4.158
"=""21:45""";0;228;4;228;4;0;0;0;4.158
"=""22:00""";0;220;4;221;3;0;0;0;4.158
"=""22:15""";0;574;8;575;7;0;0;0;4.158
"=""22:30""";0;286;3;285;4;0;0;0;4.158
"=""22:45""";0;258;4;258;4;0;0;0;4.158
"=""23:00""";0;205;3;205;2;0;0;0;4.158
"=""23:15""";0;199;3;199;3;0;0;0;4.158
"=""23:30""";0;248;4;249;4;0;0;0;4.158
"=""23:45""";0;194;4;193;4;0;0;0;4.158
"=""00:00""";0;155;3;155;3;0;0;0;4.158
