 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""08:30""";223;0;0;223;1.992;223;0;2.215;4.158
"=""08:45""";221;0;0;221;2.309;221;0;2.530;4.158
"=""09:00""";277;0;0;277;2.547;277;0;2.824;4.158
"=""09:15""";196;0;0;196;2.918;196;0;3.114;4.158
"=""09:30""";235;0;0;235;3.127;235;0;3.362;4.158
"=""09:45""";372;0;0;372;3.261;372;0;3.633;4.158
"=""10:00""";931;0;0;931;2.892;931;0;3.823;4.158
"=""10:15""";138;0;0;138;3.885;138;0;4.023;4.158
"=""10:30""";146;0;0;146;4.053;146;0;4.199;4.158
"=""10:45""";259;0;0;259;3.762;259;323;4.345;4.158
"=""11:00""";406;0;2;408;3.090;406;983;4.478;4.158
"=""11:15""";1.764;0;0;1.764;2.345;1.764;500;4.609;4.158
"=""11:30""";1.003;0;3;1.006;1.894;1.003;1.803;4.700;4.158
"=""11:45""";1.992;0;0;1.992;2.771;1.992;3;4.766;4.158
"=""12:00""";285;0;0;285;2.186;285;2.340;4.810;4.158
"=""12:15""";622;0;4;626;1.818;622;2.365;4.805;4.158
"=""12:30""";1.554;0;0;1.554;2.497;1.554;781;4.832;4.158
"=""12:45""";261;0;0;261;3.471;261;1.151;4.883;4.158
"=""13:00""";310;0;0;310;4.068;310;204;4.582;4.158
"=""13:15""";977;0;0;977;3.647;977;0;4.624;4.158
"=""13:30""";902;0;0;902;3.572;902;0;4.474;4.158
"=""13:45""";1.895;0;0;1.895;2.669;1.895;0;4.564;4.158
"=""14:00""";656;0;0;656;3.668;656;0;4.324;4.158
"=""14:15""";61;0;0;61;4.164;61;0;4.225;4.158
"=""14:30""";42;0;0;42;4.159;42;0;4.201;4.158
"=""14:45""";200;0;0;200;4.050;200;0;4.250;4.158
"=""15:00""";201;0;0;201;3.899;201;0;4.100;4.158
"=""15:15""";150;0;0;150;3.772;150;0;3.922;4.158
"=""15:30""";86;0;0;86;3.653;86;0;3.739;4.158
"=""15:45""";138;0;1;139;3.204;138;184;3.526;4.158
"=""16:00""";117;0;0;117;3.192;117;0;3.309;4.158
"=""16:15""";215;0;0;215;2.822;215;0;3.037;4.158
"=""16:30""";211;0;0;211;2.565;211;0;2.776;4.158
"=""16:45""";234;0;0;234;2.228;234;0;2.461;4.158
"=""17:00""";230;0;0;230;1.991;230;0;2.221;4.158
"=""17:15""";242;0;0;242;1.679;242;0;1.921;4.158
"=""17:30""";314;0;0;314;1.301;314;0;1.615;4.158
"=""17:45""";272;0;0;272;1.036;272;0;1.308;4.158
"=""18:00""";242;0;0;242;768;242;0;1.010;4.158
"=""18:15""";266;0;4;270;322;266;145;733;4.158
"=""18:30""";285;0;1;286;130;285;73;488;4.158
"=""18:45""";264;37;7;308;35;264;2;300;4.158
"=""19:00""";155;978;18;1.150;17;155;0;172;4.158
"=""19:15""";138;103;7;248;10;138;0;148;4.158
"=""19:30""";110;238;13;361;13;110;0;123;4.158
"=""19:45""";99;122;8;228;7;99;0;106;4.158
"=""20:00""";90;90;1;182;1;90;0;91;4.158
"=""20:15""";63;129;1;193;1;63;0;64;4.158
"=""20:30""";32;121;1;154;1;32;0;33;4.158
"=""20:45""";0;171;1;172;1;0;0;1;4.158
"=""21:00""";0;207;1;207;1;0;0;0;4.158
"=""21:15""";0;225;1;225;1;0;0;0;4.158
"=""21:30""";0;233;5;234;4;0;0;0;4.158
"=""21:45""";0;383;5;383;4;0;0;0;4.158
"=""22:00""";0;482;3;482;3;0;0;0;4.158
"=""22:15""";0;481;3;480;4;0;0;0;4.158
"=""22:30""";0;527;8;528;7;0;0;0;4.158
"=""22:45""";0;383;5;383;5;0;0;0;4.158
"=""23:00""";0;266;4;266;4;0;0;0;4.158
"=""23:15""";0;188;3;187;4;0;0;0;4.158
"=""23:30""";0;221;4;221;4;0;0;0;4.158
"=""23:45""";0;201;4;202;3;0;0;0;4.158
"=""00:00""";0;201;3;201;3;0;0;0;4.158
