 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""13:45""";307;225;7;539;574;307;51;933;4.158
"=""14:00""";234;45;5;284;15;234;0;249;4.158
"=""14:15""";187;121;5;313;6;187;0;193;4.158
"=""14:30""";260;639;39;938;39;260;0;299;4.158
"=""14:45""";350;270;15;635;14;350;57;421;4.158
"=""15:00""";310;0;7;317;8;310;776;1.094;4.158
"=""15:15""";307;0;6;313;950;307;1.511;2.768;4.158
"=""15:30""";297;0;0;297;2.881;297;0;3.178;4.158
"=""15:45""";747;228;21;996;1.234;747;0;1.981;4.158
"=""16:00""";914;89;26;1.028;1.258;914;575;2.747;4.158
"=""16:15""";316;0;0;316;1.460;316;0;1.776;4.158
"=""16:30""";387;0;0;387;2.235;387;0;2.622;4.158
"=""16:45""";456;0;0;456;1.454;456;0;1.910;4.158
"=""17:00""";290;0;0;290;221;290;0;511;4.158
"=""17:15""";296;0;0;296;174;296;0;470;4.158
"=""17:30""";292;0;0;292;421;292;0;713;4.158
"=""17:45""";271;0;0;271;1.240;271;0;1.511;4.158
"=""18:00""";260;0;0;260;1.217;260;0;1.477;4.158
"=""18:15""";330;14;35;380;374;330;119;823;4.158
"=""18:30""";322;113;35;470;376;322;279;977;4.158
"=""18:45""";286;0;0;286;448;286;0;734;4.158
"=""19:00""";156;0;0;156;228;156;0;384;4.158
"=""19:15""";145;0;0;145;143;145;0;288;4.158
"=""19:30""";283;17;8;307;5;283;3;291;4.158
"=""19:45""";180;1.747;29;1.956;21;180;0;201;4.158
"=""20:00""";35;2.529;291;2.855;40;35;0;75;4.158
"=""20:15""";31;2.270;65;2.366;61;31;0;92;4.158
"=""20:30""";68;143;1;212;1;68;0;69;4.158
"=""20:45""";43;165;1;209;1;43;0;44;4.158
"=""21:00""";0;364;8;371;8;0;0;7;4.158
"=""21:15""";0;1.713;12;1.713;12;0;0;0;4.158
"=""21:30""";0;661;9;664;6;0;0;0;4.158
"=""21:45""";0;2.302;6;2.302;6;0;0;0;4.158
"=""22:00""";0;530;6;530;6;0;0;0;4.158
"=""22:15""";0;459;8;459;7;0;0;0;4.158
"=""22:30""";0;2.060;11;2.062;9;0;0;0;4.158
"=""22:45""";0;661;7;661;8;0;0;0;4.158
"=""23:00""";0;381;5;381;5;0;0;0;4.158
"=""23:15""";0;301;16;313;4;0;0;0;4.158
"=""23:30""";0;0;240;240;0;0;0;0;4.158
"=""23:45""";0;0;226;226;0;0;0;0;4.158
"=""00:00""";0;0;255;255;0;0;0;0;4.158
