 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""12:15""";80;0;0;81;2.241;80;2.104;4.426;4.158
"=""12:30""";652;0;0;652;2.788;652;1.416;4.856;4.158
"=""12:45""";1.288;0;0;1.288;3.512;1.288;101;4.901;4.158
"=""13:00""";117;0;0;117;2.572;117;2.075;4.764;4.158
"=""13:15""";56;0;0;56;3.270;56;1.377;4.703;4.158
"=""13:30""";80;0;0;80;2.468;80;1.883;4.431;4.158
"=""13:45""";753;0;4;757;3.272;753;282;4.307;4.158
"=""14:00""";764;0;1;765;2.834;764;481;4.079;4.158
"=""14:15""";51;0;0;51;3.643;51;2;3.696;4.158
"=""14:30""";179;0;1;180;3.416;179;276;3.871;4.158
"=""14:45""";135;0;0;135;3.082;135;0;3.217;4.158
"=""15:00""";152;0;0;152;3.000;152;0;3.152;4.158
"=""15:15""";144;0;0;144;3.500;144;0;3.644;4.158
"=""15:30""";430;0;0;430;2.382;430;0;2.812;4.158
"=""15:45""";171;0;0;171;2.354;171;0;2.525;4.158
"=""16:00""";258;0;3;261;1.258;258;308;1.824;4.158
"=""16:15""";548;54;33;635;1.245;548;9;1.802;4.158
"=""16:30""";229;0;0;229;1.959;229;0;2.188;4.158
"=""16:45""";250;0;0;250;1.816;250;0;2.066;4.158
"=""17:00""";178;0;1;179;1.299;178;244;1.721;4.158
"=""17:15""";218;0;0;218;1.344;218;4;1.565;4.158
"=""17:30""";174;0;0;174;1.300;174;0;1.474;4.158
"=""17:45""";157;0;0;157;1.288;157;0;1.445;4.158
"=""18:00""";137;0;0;137;1.163;137;0;1.300;4.158
"=""18:15""";119;0;0;119;834;119;0;953;4.158
"=""18:30""";276;152;16;444;401;276;27;704;4.158
"=""18:45""";162;49;2;212;35;162;359;556;4.158
"=""19:00""";158;0;0;158;333;158;6;497;4.158
"=""19:15""";306;0;3;309;50;306;6;362;4.158
"=""19:30""";259;5;4;268;16;259;0;274;4.158
"=""19:45""";216;162;7;384;6;216;0;222;4.158
"=""20:00""";98;788;49;936;51;98;0;149;4.158
"=""20:15""";51;370;34;455;28;51;0;79;4.158
"=""20:30""";21;237;2;260;2;21;0;23;4.158
"=""20:45""";0;267;4;267;4;0;0;0;4.158
"=""21:00""";0;334;4;334;4;0;0;0;4.158
"=""21:15""";0;341;4;341;4;0;0;0;4.158
"=""21:30""";0;334;4;334;4;0;0;0;4.158
"=""21:45""";0;289;3;288;3;0;0;0;4.158
"=""22:00""";0;269;4;269;4;0;0;0;4.158
"=""22:15""";0;555;6;558;3;0;0;0;4.158
"=""22:30""";0;2.129;4;2.129;4;0;0;0;4.158
"=""22:45""";0;401;5;398;8;0;0;0;4.158
"=""23:00""";0;232;5;232;5;0;0;0;4.158
"=""23:15""";0;246;4;247;4;0;0;0;4.158
"=""23:30""";0;1.622;5;1.621;6;0;0;0;4.158
"=""23:45""";0;190;2;190;2;0;0;0;4.158
"=""00:00""";0;221;1;221;1;0;0;0;4.158
