 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""15:30""";37;0;0;37;3.581;37;0;3.617;4.158
"=""15:45""";60;0;0;60;3.407;60;0;3.467;4.158
"=""16:00""";82;0;0;82;3.177;82;0;3.259;4.158
"=""16:15""";58;0;0;58;2.975;58;0;3.033;4.158
"=""16:30""";58;0;0;58;2.750;58;0;2.808;4.158
"=""16:45""";87;0;0;87;2.481;87;0;2.568;4.158
"=""17:00""";76;0;0;76;2.232;76;0;2.308;4.158
"=""17:15""";78;0;0;78;1.959;78;0;2.037;4.158
"=""17:30""";80;0;0;80;1.675;80;0;1.755;4.158
"=""17:45""";109;0;0;109;1.316;109;0;1.424;4.158
"=""18:00""";59;0;0;59;1.122;59;0;1.181;4.158
"=""18:15""";96;0;0;96;817;96;0;913;4.158
"=""18:30""";103;0;0;103;556;103;0;659;4.158
"=""18:45""";82;0;0;82;357;82;0;439;4.158
"=""19:00""";89;0;2;91;183;89;7;279;4.158
"=""19:15""";114;0;0;114;84;114;0;198;4.158
"=""19:30""";103;0;0;103;69;103;0;172;4.158
"=""19:45""";112;0;0;112;39;112;0;151;4.158
"=""20:00""";101;0;0;101;24;101;0;124;4.158
"=""20:15""";88;0;2;90;3;88;12;103;4.158
"=""20:30""";70;0;10;80;0;70;20;90;4.158
"=""20:45""";72;61;3;136;1;72;0;73;4.158
"=""21:00""";42;68;1;111;1;42;0;43;4.158
"=""21:15""";7;93;1;101;1;7;0;8;4.158
"=""21:30""";0;105;0;105;1;0;0;0;4.158
"=""21:45""";0;136;1;137;1;0;0;0;4.158
"=""22:00""";0;111;0;110;1;0;0;0;4.158
"=""22:15""";0;130;1;131;0;0;0;0;4.158
"=""22:30""";0;113;1;113;1;0;0;0;4.158
"=""22:45""";0;116;0;116;0;0;0;0;4.158
"=""23:00""";0;83;1;83;1;0;0;0;4.158
"=""23:15""";0;117;1;117;1;0;0;0;4.158
"=""23:30""";0;100;0;100;0;0;0;0;4.158
"=""23:45""";0;100;1;100;1;0;0;0;4.158
"=""00:00""";0;108;0;108;1;0;0;0;4.158
