 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""15:45""";262;0;0;262;2.276;262;0;2.538;4.158
"=""16:00""";256;0;0;256;1.821;256;0;2.077;4.158
"=""16:15""";176;0;0;176;2.607;176;0;2.783;4.158
"=""16:30""";197;0;0;197;2.656;197;0;2.853;4.158
"=""16:45""";190;0;0;190;1.797;190;0;1.987;4.158
"=""17:00""";177;0;0;177;1.420;177;0;1.597;4.158
"=""17:15""";178;0;0;178;1.456;178;0;1.634;4.158
"=""17:30""";148;0;0;148;1.426;148;0;1.574;4.158
"=""17:45""";94;0;0;94;1.190;94;0;1.284;4.158
"=""18:00""";106;0;0;106;1.283;106;0;1.389;4.158
"=""18:15""";184;0;0;184;1.044;184;0;1.228;4.158
"=""18:30""";196;0;0;196;919;196;0;1.115;4.158
"=""18:45""";166;0;0;166;627;166;0;793;4.158
"=""19:00""";165;0;2;167;84;165;202;451;4.158
"=""19:15""";199;190;48;437;106;199;26;331;4.158
"=""19:30""";171;933;85;1.189;90;171;0;261;4.158
"=""19:45""";159;961;108;1.228;70;159;2;231;4.158
"=""20:00""";149;46;24;219;8;149;25;182;4.158
"=""20:15""";135;49;1;185;2;135;0;137;4.158
"=""20:30""";109;82;2;193;2;109;0;111;4.158
"=""20:45""";91;739;7;837;4;91;0;95;4.158
"=""21:00""";0;848;56;901;58;0;0;55;4.158
"=""21:15""";3;561;4;568;7;3;0;10;4.158
"=""21:30""";0;800;8;801;6;0;0;0;4.158
"=""21:45""";0;1.823;4;1.823;4;0;0;0;4.158
"=""22:00""";0;1.272;9;1.271;10;0;0;0;4.158
"=""22:15""";0;1.435;3;1.431;7;0;0;0;4.158
"=""22:30""";0;266;2;267;2;0;0;0;4.158
"=""22:45""";0;267;3;267;2;0;0;0;4.158
"=""23:00""";0;278;4;278;5;0;0;0;4.158
"=""23:15""";0;229;2;229;2;0;0;0;4.158
"=""23:30""";0;185;2;185;2;0;0;0;4.158
"=""23:45""";0;214;2;214;2;0;0;0;4.158
"=""00:00""";0;227;2;228;1;0;0;0;4.158
