 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""10:45""";1.719;0;0;1.719;2.357;1.719;0;4.076;4.158
"=""11:00""";486;0;4;490;2.743;486;1.132;4.362;4.158
"=""11:15""";2.212;0;0;2.212;2.452;2.212;0;4.663;4.158
"=""11:30""";488;0;0;488;2.517;488;766;3.772;4.158
"=""11:45""";233;0;2;235;2.788;233;1.273;4.295;4.158
"=""12:00""";1.838;0;0;1.838;2.157;1.838;17;4.012;4.158
"=""12:15""";254;0;5;259;2.129;254;619;3.001;4.158
"=""12:30""";253;0;0;254;1.958;253;1.045;3.257;4.158
"=""12:45""";329;0;9;339;2.359;329;1.052;3.741;4.158
"=""13:00""";241;0;2;243;2.822;241;1.024;4.087;4.158
"=""13:15""";205;0;1;206;1.979;205;2.196;4.380;4.158
"=""13:30""";364;0;1;365;2.201;364;1.460;4.025;4.158
"=""13:45""";2.674;0;19;2.693;1.621;2.674;633;4.928;4.158
"=""14:00""";1.293;0;5;1.299;2.026;1.293;1.219;4.538;4.158
"=""14:15""";152;0;0;152;2.478;152;1.337;3.967;4.158
"=""14:30""";148;0;0;148;4.111;148;31;4.290;4.158
"=""14:45""";222;0;0;222;3.670;222;0;3.892;4.158
"=""15:00""";240;0;0;240;3.684;240;0;3.924;4.158
"=""15:15""";293;0;0;293;3.841;293;0;4.134;4.158
"=""15:30""";731;0;0;731;2.773;731;0;3.504;4.158
"=""15:45""";241;0;0;241;3.358;241;0;3.599;4.158
"=""16:00""";203;0;0;203;3.058;203;0;3.261;4.158
"=""16:15""";221;0;0;221;2.840;221;0;3.061;4.158
"=""16:30""";169;0;0;169;2.568;169;0;2.737;4.158
"=""16:45""";197;0;0;197;2.337;197;0;2.534;4.158
"=""17:00""";278;0;1;278;1.789;278;185;2.251;4.158
"=""17:15""";299;0;0;299;1.641;299;3;1.942;4.158
"=""17:30""";294;0;0;294;1.338;294;0;1.632;4.158
"=""17:45""";267;0;0;267;1.052;267;0;1.319;4.158
"=""18:00""";248;0;0;248;766;248;0;1.014;4.158
"=""18:15""";241;0;0;241;486;241;0;727;4.158
"=""18:30""";274;0;0;274;163;274;0;437;4.158
"=""18:45""";261;6;10;276;24;261;4;289;4.158
"=""19:00""";181;77;4;262;3;181;0;184;4.158
"=""19:15""";149;130;1;281;2;149;0;151;4.158
"=""19:30""";121;162;1;284;1;121;0;122;4.158
"=""19:45""";103;328;3;434;1;103;0;104;4.158
"=""20:00""";80;263;2;345;4;80;0;84;4.158
"=""20:15""";29;1.701;22;1.751;22;29;0;51;4.158
"=""20:30""";0;1.186;33;1.199;29;0;0;9;4.158
"=""20:45""";0;277;14;276;15;0;0;0;4.158
"=""21:00""";0;224;3;225;2;0;0;0;4.158
"=""21:15""";0;233;1;233;1;0;0;0;4.158
"=""21:30""";0;286;2;286;2;0;0;0;4.158
"=""21:45""";0;316;3;316;3;0;0;0;4.158
"=""22:00""";0;516;6;516;6;0;0;0;4.158
"=""22:15""";0;241;2;240;2;0;0;0;4.158
"=""22:30""";0;281;4;281;3;0;0;0;4.158
"=""22:45""";0;267;4;267;4;0;0;0;4.158
"=""23:00""";0;932;7;936;3;0;0;0;4.158
"=""23:15""";0;1.918;2;1.914;5;0;0;0;4.158
"=""23:30""";0;205;5;204;6;0;0;0;4.158
"=""23:45""";0;208;3;208;3;0;0;0;4.158
"=""00:00""";0;416;5;419;2;0;0;0;4.158
