 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""13:45""";445;0;0;445;2.312;445;31;2.788;4.158
"=""14:00""";101;0;0;101;1.365;101;11;1.477;4.158
"=""14:15""";560;8;22;590;1.124;560;200;1.884;4.158
"=""14:30""";591;0;0;591;631;591;7;1.229;4.158
"=""14:45""";153;0;0;153;1.903;153;9;2.064;4.158
"=""15:00""";102;0;0;102;1.564;102;0;1.666;4.158
"=""15:15""";774;64;17;855;391;774;3;1.167;4.158
"=""15:30""";231;0;5;237;206;231;6;443;4.158
"=""15:45""";215;0;0;215;226;215;1;442;4.158
"=""16:00""";173;0;1;174;12;173;61;246;4.158
"=""16:15""";163;0;2;165;1;163;66;230;4.158
"=""16:30""";197;68;6;270;4;197;3;204;4.158
"=""16:45""";110;169;4;283;4;110;0;114;4.158
"=""17:00""";199;66;4;270;5;199;0;204;4.158
"=""17:15""";159;145;6;310;6;159;0;165;4.158
"=""17:30""";179;119;5;303;5;179;0;184;4.158
"=""17:45""";223;24;6;252;4;223;17;243;4.158
"=""18:00""";244;0;5;248;4;244;135;382;4.158
"=""18:15""";278;0;4;282;3;278;101;382;4.158
"=""18:30""";226;0;3;230;3;226;60;289;4.158
"=""18:45""";212;202;21;435;13;212;31;257;4.158
"=""19:00""";288;1.493;43;1.825;44;288;0;332;4.158
"=""19:15""";194;425;33;651;30;194;32;255;4.158
"=""19:30""";109;8;6;123;0;109;36;145;4.158
"=""19:45""";44;56;0;100;0;44;0;44;4.158
"=""20:00""";0;104;0;104;1;0;0;0;4.158
"=""20:15""";0;418;5;418;5;0;0;0;4.158
"=""20:30""";0;178;3;178;3;0;0;0;4.158
"=""20:45""";0;283;3;283;3;0;0;0;4.158
"=""21:00""";0;417;8;418;7;0;0;0;4.158
"=""21:15""";0;314;4;314;4;0;0;0;4.158
"=""21:30""";0;401;6;401;5;0;0;0;4.158
"=""21:45""";0;365;5;365;5;0;0;0;4.158
"=""22:00""";0;286;4;286;4;0;0;0;4.158
"=""22:15""";0;249;4;249;4;0;0;0;4.158
"=""22:30""";0;211;4;211;4;0;0;0;4.158
"=""22:45""";0;212;4;212;4;0;0;0;4.158
"=""23:00""";0;188;4;189;3;0;0;0;4.158
"=""23:15""";0;177;2;177;2;0;0;0;4.158
"=""23:30""";0;101;0;101;0;0;0;0;4.158
"=""23:45""";0;77;0;76;0;0;0;0;4.158
"=""00:00""";0;98;1;98;0;0;0;0;4.158
