 ;Direktverbrauch / Mittelwerte [W] ;Batterieentladung / Mittelwerte [W] ;Netzbezug / Mittelwerte [W] ;Gesamtverbrauch / Mittelwerte [W] ;Netzeinspeisung / Mittelwerte [W] ;Direktverbrauch / Mittelwerte [W]  ;Batterieladung / Mittelwerte [W]  ;PV-Erzeugung / Mittelwerte [W]  ;Begrenzung der Wirkleistungseinspeisung / Mittelwerte [W]  
"=""09:45""";138;0;0;138;3.093;138;0;3.231;4.158
"=""10:00""";189;0;2;191;2.553;189;454;3.196;4.158
"=""10:15""";204;0;0;204;3.335;204;0;3.539;4.158
"=""10:30""";215;0;0;215;3.645;215;0;3.860;4.158
"=""10:45""";241;0;0;241;3.966;241;0;4.207;4.158
"=""11:00""";405;0;0;405;3.611;405;0;4.016;4.158
"=""11:15""";1.601;0;0;1.601;2.340;1.601;0;3.941;4.158
"=""11:30""";545;0;4;548;1.895;545;1.638;4.078;4.158
"=""11:45""";932;0;6;938;2.356;932;861;4.149;4.158
"=""12:00""";353;0;3;356;3.095;353;618;4.066;4.158
"=""12:15""";194;0;2;196;1.956;194;1.789;3.939;4.158
"=""12:30""";136;0;0;136;2.108;136;2.137;4.380;4.158
"=""12:45""";154;0;0;154;2.601;154;746;3.501;4.158
"=""13:00""";123;0;0;123;2.950;123;1.477;4.550;4.158
"=""13:15""";862;0;0;862;3.225;862;382;4.469;4.158
"=""13:30""";1.451;0;1;1.452;2.093;1.451;46;3.590;4.158
"=""13:45""";666;0;50;716;48;666;2.314;3.028;4.158
"=""14:00""";403;0;34;437;35;403;3.155;3.593;4.158
"=""14:15""";155;0;2;156;1.358;155;2.585;4.098;4.158
"=""14:30""";148;0;0;148;3.668;148;29;3.845;4.158
"=""14:45""";175;0;0;175;2.634;175;0;2.808;4.158
"=""15:00""";159;0;1;160;2.159;159;256;2.574;4.158
"=""15:15""";152;0;0;152;2.252;152;0;2.404;4.158
"=""15:30""";145;0;0;145;2.213;145;0;2.358;4.158
"=""15:45""";126;0;0;126;1.476;126;0;1.602;4.158
"=""16:00""";161;0;0;161;1.505;161;0;1.666;4.158
"=""16:15""";170;0;0;170;1.181;170;0;1.351;4.158
"=""16:30""";143;0;3;146;742;143;323;1.208;4.158
"=""16:45""";240;10;12;262;935;240;0;1.175;4.158
"=""17:00""";1.199;762;20;1.981;14;1.199;99;1.311;4.158
"=""17:15""";1.091;772;4;1.867;6;1.091;111;1.208;4.158
"=""17:30""";770;852;10;1.632;7;770;200;977;4.158
"=""17:45""";225;79;2;306;4;225;522;751;4.158
"=""18:00""";165;0;1;166;1;165;439;605;4.158
"=""18:15""";212;348;24;584;17;212;69;298;4.158
"=""18:30""";121;130;3;255;4;121;2;127;4.158
"=""18:45""";79;246;2;327;2;79;0;81;4.158
"=""19:00""";72;316;9;396;3;72;0;75;4.158
"=""19:15""";3;1.159;12;1.174;12;3;0;15;4.158
"=""19:30""";0;665;51;653;62;0;0;0;4.158
"=""19:45""";0;302;5;304;3;0;0;0;4.158
"=""20:00""";0;362;2;361;3;0;0;0;4.158
"=""20:15""";0;383;2;383;2;0;0;0;4.158
"=""20:30""";0;393;4;393;5;0;0;0;4.158
"=""20:45""";0;380;5;381;5;0;0;0;4.158
"=""21:00""";0;412;5;413;4;0;0;0;4.158
"=""21:15""";0;454;4;453;5;0;0;0;4.158
"=""21:30""";0;726;8;725;10;0;0;0;4.158
"=""21:45""";0;435;6;436;6;0;0;0;4.158
"=""22:00""";0;370;5;370;5;0;0;0;4.158
"=""22:15""";0;310;4;310;4;0;0;0;4.158
"=""22:30""";0;288;3;288;4;0;0;0;4.158
"=""22:45""";0;264;4;265;3;0;0;0;4.158
"=""23:00""";0;250;5;250;5;0;0;0;4.158
"=""23:15""";0;196;4;196;3;0;0;0;4.158
"=""23:30""";0;205;3;205;3;0;0;0;4.158
"=""23:45""";0;223;4;223;4;0;0;0;4.158
"=""00:00""";0;190;2;191;2;0;0;0;4.158
